"","Accession","Description","PSM","GeneID","SED_1","SED_2","SED_3","SED_4","SED_5","SED_6","SED_7","SED_8","EX_1","EX2","EX_3","EX_4","EX_5","EX_6","EX_7","EX_8"
"100","P0DMV9","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",118,"HSPA1B",1603.5,2212.2,1694.5,2152.3,2354.7,2411.5,1261.4,2550.7,2059.6,1269.2,1358.8,1572.9,1043.7,1703.1,1615.9,1317.7
"101","P08758","Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2",151,"ANXA5",5527.9,5939.2,6770.4,7997.3,9368.2,4165.1,4189.8,5928.4,4437.2,4056,2504.1,5036.6,3131.1,3458.2,5542.2,3451.4
"102","O43491","Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1",88,"EPB41L2",1418.5,1887.8,1398.6,1778.3,1887.3,1354.3,1354,2272.9,1561.4,1248.1,904,1329.4,832.7,1190.4,1463.6,1084.1
"103","P35555","Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4",97,"FBN1",726.5,606,1379.1,1091.8,1522.3,722.3,1046.3,1511.1,1815.7,733,1205.5,787,566.7,1236,708.3,816.7
"104","Q9P2E9","Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5",105,"RRBP1",1287.6,2070.4,1290.4,1860.4,2492.8,1549.7,1695.5,1787.7,2081.8,993.4,1044.1,1379.1,1049.8,1479.4,2067.5,1290.2
"105","P01857","Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1",278,"IGHG1",3578.9,5789.3,5135.6,15954.9,9992.5,7703,5749.6,5782.4,4871.3,5251.6,5469.6,5676.9,5075.7,3798.1,6621.5,2665.1
"106","O95810","Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3",117,"CAVIN2",2334.5,3098,2066.2,2405.3,3259,2242.5,2120.8,3192.8,2205.7,1608.8,1428.9,2378.5,1489.3,2190.3,2262.5,1868.2
"107","P11532","Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3",71,"DMD",507.6,661.7,419,480.9,607.2,402.5,337.6,512.7,512.5,369.6,318.6,565.9,250.9,377.3,440.5,353.6
"108","P19823","Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2",85,"ITIH2",1234.7,1620.7,2204.7,3595.3,2818.2,2832.4,1490.6,2539.3,1849.4,1245.5,910,947.9,1049.7,1294.5,1168,811.2
"109","Q16851","UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5",112,"UGP2",3430,3788,3871.3,4837.5,4640.5,3098.8,2665.6,2915.4,3761.6,2490.8,1916.7,3361.9,1768.8,2815.4,3064.5,1880.8
"110","P07195","L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2",133,"LDHB",2895.5,3602.5,3246.1,4803.7,4227.5,4599.3,2310.7,3852.1,3443.8,1965.8,1606.3,2212.6,2255.3,2113.1,2887.6,1520.2
"111","Q71U36","Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1",122,"TUBA1A",1000.2,1235.8,1069,1186.2,1540.7,950.7,910.5,680.8,1079.7,774,621.3,1075.1,655.4,1038.1,1259.1,920.4
"112","P63104","14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1",111,"YWHAZ",1628.8,2418.6,2053,2324.3,2910.7,2514.1,1549.5,3233.3,2041.1,1322.7,984,1670.6,1247.6,1740.9,2075.9,1462.4
"113","P04350","Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2",115,"TUBB4A",16.9,42.2,21.3,38.9,39.2,24.3,26.7,27.8,33.3,22.6,6.3,26.1,22.9,14,39.5,26.3
"114","P62258","14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1",180,"YWHAE",3779.9,5589.1,4691.2,5803.1,6461.6,6000.8,3557.1,6365.1,4790.8,3003.1,2495.1,3856.3,2828,3901,4595.5,3178.9
"115","Q99798","Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2",75,"ACO2",1418.8,2696.3,2292.6,2345.4,2121.8,1392.3,1599.7,1859.5,3036.1,1741.8,1378.9,1674.8,970.3,1778.5,1930.8,1349.6
"116","P09972","Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2",103,"ALDOC",1177.9,1925.1,2054.6,2393.6,1634.1,1495,1339.8,1559.1,2823.7,879.2,628.8,804.2,1102,2283.4,1927.9,1244.8
"117","P07942","Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2",73,"LAMB1",1145.7,3447.1,1902.6,1492.3,908.7,1159,1042.5,1552.6,2465,1495.8,1095.2,1128.1,590.5,1465.5,1476.6,1271
"118","P11586","C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4",90,"MTHFD1",1600,2213.2,2144.5,2489.2,1905.3,1652.4,1390.6,1546.4,2728.7,1356.5,1439,1390.1,835.7,1351.5,1272.5,988.4
"119","P07237","Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3",116,"P4HB",4730.3,6210.2,4499.2,5372.6,7651.7,5783,5152.1,6422,5054.1,3410.8,2828.6,5035.9,3150.2,4723.2,5499.6,3795.6
"120","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",143,"ANXA1",4401.9,4930.4,4196.8,5217.2,7629.3,3763.5,3618.6,4389.8,3953.5,2797.1,2026.9,4123.9,3252.6,3558.5,5175.7,3220.4
"121","P36871","Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3",93,"PGM1",1506.5,2790.7,1887.9,2628.1,2285,1432.7,1465,1673,2218.5,1057.2,1320.7,1773.5,692.9,1602.9,1411.6,1188.8
"122","P14543","Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3",86,"NID1",1248.7,2602.1,1696.5,1930.4,1457.9,1149.4,1345.6,1723.5,1856.8,1438,1045.4,1275.6,843.5,1275.2,1362.8,1190.7
"123","P20810","Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4",58,"CAST",389.8,522.6,497.6,643.8,752,718.6,348.6,612.2,551.3,331.7,305.9,377.3,317.8,433.2,442.3,342.5
"124","P35749","Myosin-11 OS=Homo sapiens OX=9606 GN=MYH11 PE=1 SV=3",81,"MYH11",188.4,245.5,191.9,441.5,379.8,336.3,238.3,161.8,292.3,308.6,233,149.8,170.4,215.2,186.2,106
"125","P29401","Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3",93,"TKT",2809.3,3749.7,3130.4,3554.8,3098.9,2887.5,1551.1,3025.1,3645.8,2493,1812.5,2939.9,1762.9,1917.9,2228.9,1344.1
"126","P24752","Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",68,"ACAT1",1337.1,2473.7,1822.1,1620.9,1664.7,1025,1461.4,1209,2234.7,1472.8,1547.4,1511.9,836,1490.7,1682.2,1352.1
"127","Q96AC1","Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1",77,"FERMT2",1744.8,2962.5,2181.1,2419.7,3001.7,1751.2,1700.9,2225.8,2312.8,1368.7,1159.1,1726.5,1134.3,1724.4,2223.4,1786.5
"128","P21399","Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3",83,"ACO1",1422.2,1729.9,1792.6,2080.1,2306,1254,1052.2,1287.6,2020.1,1666.4,954.3,1592.8,832,1319.5,1612.3,1205.9
"129","P00738","Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1",157,"HP",4841.7,7304.3,5178.7,8245.3,15070,10039.9,5704.7,7443.4,6371.9,3716.2,2318.6,3192.1,2285.5,1730.8,2131.3,2668.2
"130","P78371","T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4",63,"CCT2",771.3,1136.3,1025.1,1268.2,1342.2,1767.9,814.4,1688.3,1101.5,575.7,658.4,839.1,813.2,856.2,801.1,593.6
"131","P50395","Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2",71,"GDI2",1159.1,1387.2,1357.5,2006.6,2150.9,2638.7,1030.6,2334.1,1346.8,791.4,651.5,982.6,1121,1114.5,1212.7,758.1
"132","O15061","Synemin OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=3",69,"SYNM",761.9,664.2,729.2,787.2,1156.9,890,740.1,871.2,564.8,239.5,419.6,747.1,477.1,652.8,1000.6,556.8
"133","P12109","Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3",84,"COL6A1",1852.7,1534.5,1413.4,1314.5,2964.7,1678.6,1427.7,1148.7,1040.9,1050.6,895.2,2073.9,1204.8,1928,1601.1,1192.6
"134","Q13228","Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2",97,"SELENBP1",1943.1,2907.6,2325.4,4548.6,4331.9,4523.8,1503.6,2958.3,2532.1,1328.3,1751.2,1732.3,1982.4,2156.1,2247.4,1671.5
"135","O75891","Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L1 PE=1 SV=2",72,"ALDH1L1",1938.3,3955.7,1903.1,2412.9,1182,879.8,1063.1,1115.2,3972.8,1606.5,1351.7,2184.8,583.6,1680.7,1601.6,1141.9
"136","Q14112","Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3",78,"NID2",789,2417.9,1329.6,1732,1378.6,975.4,1612.2,1540.7,2102.8,975.8,851.1,903,723.7,1184.9,1217.9,1210.5
"137","P11171","Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4",98,"EPB41",1717.2,1623.6,1237.3,3786.9,2782.5,9045.9,1241.4,6312.8,1750.4,1035.7,936.4,1076.2,1916.6,1238.8,1526.4,653.2
"138","Q6NZI2","Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1",148,"CAVIN1",3220.7,3458.2,2570.7,3041.3,3790.2,2511.9,2367.4,3031,3011.2,2291.3,1686.9,3773.7,1841.7,2751.6,3551.8,2788.7
"139","P14625","Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1",89,"HSP90B1",1980.3,2601.7,1956.4,2610.3,3257,2740.2,2173,2868,2273,1559.3,1279.9,2101.3,1373,1960.5,2641.5,1635.7
"140","P37802","Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3",79,"TAGLN2",1706,1936,1606.6,2097.6,3528.4,3849.4,1879.8,4459.1,1903.1,1331.2,1004.4,1418.7,1659.9,1868.1,1853.4,1282.7
"141","P02647","Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1",136,"APOA1",4302.3,4876,5382.1,7218.1,4449,4539.3,4196.4,4259,4037.7,6189.2,4249.5,3952,2432.5,4437.1,6157.9,2942.5
"142","P06727","Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=4",80,"APOA4",1656.7,2658.7,2219.8,3443.6,3041.1,4408.1,1759.8,3314.1,1929.3,1206.6,1689.4,2048.4,1678.3,1932.3,1805.6,1188
"143","P30101","Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4",67,"PDIA3",1415.3,1702,1316.1,1802.5,2305,1919.7,1478.2,2413.8,1714.9,1096.6,850.2,1512.1,931.5,1469.7,1680.8,1219.3
"144","P12110","Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4",85,"COL6A2",1692.7,1393,1276.2,1269.9,2673.3,1285.1,1420.6,1013.8,1053.6,896.5,948.1,2152.8,980.2,2054.1,1621.2,1282
"145","P27797","Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1",84,"CALR",1660.9,2117.4,1477.5,2295,2764.2,2204.4,1754.9,2429.9,2036,1265.7,965.8,1667.5,1256.6,1570.9,1951.6,1254.8
"146","Q9BX66","Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=3",81,"SORBS1",1738.5,2357.6,1570.5,1791.1,2295.9,1774.6,1740.6,1379.4,1941.3,1444.9,1122.2,2000.7,1045.5,1734.9,2523.9,2109
"147","P00325","All-trans-retinol dehydrogenase [NAD(+)] ADH1B OS=Homo sapiens OX=9606 GN=ADH1B PE=1 SV=3",150,"ADH1B",2229.5,14665.1,10310,8073.5,9464.9,5027.8,3994,6958.6,10355.8,4825.6,3602.6,5514.8,3619.1,5649.6,10165.8,5883.5
"148","P01834","Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2",172,"IGKC",2180.5,3036.9,3024.6,8711.7,4918.3,4074.8,2768.1,2842.3,2304.1,2771.7,2127.4,2567.3,2609.4,1286.4,3459,1504
"150","P02679","Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3",94,"FGG",968.1,1238.9,716.1,886,837,840.5,723.3,15389.8,817.9,881.3,341.9,1048.3,372.3,739.7,734,589.6
"151","P23634","Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2",57,"ATP2B4",935.9,1205.9,877,992.3,1513.7,937.2,938.6,1230.2,1245.4,673.6,676.3,1026.4,706.4,1205.8,1031.5,865.6
"152","Q16555","Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1",62,"DPYSL2",895.2,1279.8,975.1,1068.9,1502.5,993.6,974.9,1260.8,1190.1,640.2,638.7,950.1,680.7,1194.7,1220.9,889.1
"153","P53396","ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3",61,"ACLY",648.1,1073,1296.5,1687.5,1416.2,3113.6,642.5,1980.3,3056.1,696,544.8,686.8,1010.7,884.2,750.7,386.5
"154","P00387","NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3",95,"CYB5R3",1689.2,2179.8,2076.2,2327.5,2756.6,1497,1644.6,2398.8,1414.1,1281.6,665.1,1503.7,1300,1772,1862.5,1403.6
"155","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",73,"HSPA9",898.1,1517.6,1058.6,1342.7,1445.7,1213.5,1029.9,1369.2,1825.1,844.1,856.2,1046.3,697.6,1084.3,1078.5,752.3
"156","Q13683","Integrin alpha-7 OS=Homo sapiens OX=9606 GN=ITGA7 PE=1 SV=3",69,"ITGA7",742.4,1525.7,1120.5,1085.5,1488.7,1013,890.5,1223.2,988.2,640.8,548.6,797.7,616.8,778.5,994.3,880.9
"157","P09211","Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2",69,"GSTP1",1751.9,1851.8,1678.4,2473.4,2581.3,1778,1415.1,1725.1,1797.2,1242.2,934.7,1659,1189.4,1133.8,1848.8,1083.6
"158","Q9BQE3","Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1",109,"TUBA1C",75.9,72.4,66.8,56,86.4,64.9,74.7,35.5,55.1,49.6,44,56.5,29.9,72.6,76.6,59.1
"159","Q12797","Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3",110,"ASPH",2559.6,2633.2,1814.8,2477.2,3288.9,2005.8,2503.7,2431,1977.5,1748.2,1458.2,2552.6,1328.1,1924,3146.1,2192.6
"160","P00918","Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2",120,"CA2",1295.1,1913.9,1795.7,4149.9,3799.3,9999.7,1225.6,6149.3,1631.7,750.6,848.1,887.8,2689.7,1353.3,1184.8,662
"161","Q15075","Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2",65,"EEA1",971.6,1049.2,884.9,1171.6,1496.9,1069.2,1028.6,1281.5,1174.7,640.3,467.4,915.2,601.7,924.4,855.6,665.3
"162","Q9BUF5","Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1",75,"TUBB6",309.4,541.1,498,671.2,661.6,365.3,355.7,265.7,570.3,336.5,269.1,467.2,262,436.5,452.5,386.4
"163","P68366","Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1",98,"TUBA4A",4415,4178.1,3380.3,4046.8,5316.9,3658.1,3048.6,3576.3,3583.9,2878.7,1950.6,4124.5,2239.6,3459.5,4651.8,3079.9
"164","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",102,"EEF1A1",2839.5,3526.2,2976.8,3807.1,4722.1,2808.1,2719.8,2672.5,3806.5,2110.7,1873.7,2884.4,1887.9,2812.7,3259.4,2141.9
"165","P49748","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",61,"ACADVL",1215.7,2187.6,1595.5,1985.2,2270.3,1260,1409.1,1733.7,1713.9,1104.5,1031.5,1357.3,925.5,1322.9,1603.7,1082.8
"166","O43301","Heat shock 70 kDa protein 12A OS=Homo sapiens OX=9606 GN=HSPA12A PE=1 SV=2",55,"HSPA12A",1000.5,1723.4,1112.3,1384.4,1430.6,1210.4,947.4,1046.4,1512.4,1050.3,706.2,1010.2,898.5,815.6,1405,811.2
"167","P02790","Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2",101,"HPX",2006.8,2833.7,3068.6,4334.6,4549,3218,1419.1,2782.3,1921.4,1574.8,1131.3,1457.3,1547.8,1504.9,1802.9,939.7
"168","P31946","14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3",108,"YWHAB",541.8,677.9,582.7,687.5,915.1,765.5,501.5,792.4,544.4,390.7,279.6,514.1,428.1,523.5,678.4,435.9
"169","Q6UVK1","Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2",48,"CSPG4",457.6,728.6,538.8,636.7,842.7,793.7,675.2,779.3,559.3,383.6,303.9,458.2,451.9,638.6,699,575.3
"170","Q04828","Aldo-keto reductase family 1 member C1 OS=Homo sapiens OX=9606 GN=AKR1C1 PE=1 SV=1",78,"AKR1C1",1800.3,1589.7,1967.8,3013.3,4319.2,1702.6,1452.7,1739.8,2165.3,1210.2,901.8,1935.1,1337.1,2131,1682.6,1212.5
"171","P46821","Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2",53,"MAP1B",587.9,649.5,450.1,617,1328.3,1048.2,890,1043.6,524,274.1,247.4,643.6,609.8,909.8,1065.4,642.9
"172","Q7Z406","Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2",56,"MYH14",88.2,131.4,90.3,155,188.2,199,114.2,154.8,110.2,66.4,70.4,66.7,96.4,100.4,110.9,60.6
"173","Q9NZM1","Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1",70,"MYOF",1473.9,854,608.5,1014.5,1490.2,1025.4,791.3,860.1,1068.6,611.2,528.5,1176.9,685.8,620.2,819,418.4
"174","P31323","cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3",54,"PRKAR2B",784,1959.4,1177.8,1435.8,1127.1,811.1,999.1,1048.8,1725.8,811.1,848.7,1144.6,562.3,947.3,1198,1031
"175","P08514","Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3",44,"ITGA2B",237.3,149.9,116.5,262.9,497.1,872.4,148,1678.8,147.2,173.5,35.7,136.9,265.5,89.9,134.5,27.7
"176","P30041","Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3",100,"PRDX6",2711.4,4147,3932.7,5685.1,4512.7,8978.3,2044.8,5195.6,3233,2381.4,1934.2,2739.7,2485,2763.1,3022.5,2212.7
"177","Q02218","2-oxoglutarate dehydrogenase complex component E1 OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3",49,"OGDH",710.4,1312.3,1078.9,1205.2,1300.6,905.6,818.6,1008.3,1492.1,707.9,714.8,778.2,530.6,1041.7,909.4,714.4
"178","P01876","Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2",75,"IGHA1",2436.6,2355.4,2441.3,2301.2,2854.2,3999,1028.2,1234.7,706.8,1103.7,553.7,1604.7,1582.5,818.8,2061.3,1059
"179","P05556","Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2",90,"ITGB1",2243.5,3497.6,2288.8,2732.4,3395.9,2493.3,2503.1,3168.9,2436.1,1811.9,1419.9,2343.5,1682.2,2307.9,2834.6,2403.7
"180","P01859","Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2",247,"IGHG2",925.2,1313.1,1632.5,6648.3,2379.8,1474.2,1571.3,1782.6,1403.6,1699.7,747.8,820.1,1554.5,753.6,1527.4,850.6
"181","P52895","Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3",65,"AKR1C2",365,211.3,368.7,485,701.4,304,262,370.1,369.8,238.8,137,366.3,284.2,382.9,328.6,183.8
"182","Q15063","Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2",60,"POSTN",1134.5,1641,708.6,756.5,1323.9,1140.7,1344.3,1494.2,725.4,559.5,588.1,1355.4,396.1,1777.6,1412.5,849
"183","P19827","Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3",56,"ITIH1",802.3,977.1,1295.4,2190.3,1884.6,1724.9,888.6,1732.8,1056.2,750.6,538.2,593.5,635.4,821.1,695,482.5
"184","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",59,"EEF2",1035.8,1641.8,1397.3,1633.8,1920.2,1493.1,1175.1,1585.6,1934.7,845.8,797.8,1232,853.8,1346.8,1310.9,994
"185","P40925","Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",98,"MDH1",2746.7,2736.9,3567.1,3097.8,5292.5,4676,2102.9,3451.7,2703,2140.1,1317.8,3312.6,1590.8,3404.4,3005.6,2018.5
"186","P00751","Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2",59,"CFB",1398.4,1958.8,1990.4,2738.7,4467.9,2292,1232.2,2210.9,1723.3,1350.9,870.6,1364,1015.9,1394.7,1838.9,779.7
"187","Q9UHG3","Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3",58,"PCYOX1",753.6,1653.2,1118.1,1161.3,1740.6,775.7,902.3,1157.6,1010.8,646.9,494.3,846.6,599.2,896.5,999,875.4
"188","P01871","Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4",118,"IGHM",2657.9,6540.5,3236.3,6912.4,5455.6,5663.8,2077,5238.8,2403.1,4633.5,2056.9,3887.1,1625,2150.5,2144.9,2426.4
"189","P21397","Amine oxidase [flavin-containing] A OS=Homo sapiens OX=9606 GN=MAOA PE=1 SV=1",82,"MAOA",1831.3,3371,2442.3,2248.4,2725.1,1614.9,2205.8,2319.3,2723.9,1757.7,1684.3,2296.9,1257.6,2512.4,2546.7,1941.1
"190","P52209","6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",70,"PGD",2170,2714.8,2266.2,3520.3,3455.5,2832.3,1547.8,2954.1,2754.5,1671.1,1208.6,2108.7,1642.8,1822.1,1918.6,1290.8
"191","P61981","14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2",103,"YWHAG",1746.8,2435.3,2053.9,2374.8,2805.4,1755.6,1517.6,2204.6,2146.1,1284.8,1159.9,1702.7,1060,1645.8,1821.6,1242.7
"192","P17980","26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3",46,"PSMC3",434,625.7,514.3,780.5,875.9,1040.2,504.9,855.3,603.7,351.6,295.2,412.3,465.7,477.9,689.3,320.9
"193","P27105","Stomatin OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3",73,"STOM",1541.5,1759.1,1290.2,2896.2,2450,5022.2,1345.4,3194.8,2062.5,1128.9,911.8,1058.7,1211.5,1281.2,1767.9,937.1
"194","P69892","Hemoglobin subunit gamma-2 OS=Homo sapiens OX=9606 GN=HBG2 PE=1 SV=2",121,"HBG2",37.5,141.8,57.7,42.9,186.5,427.1,67,299.7,361.5,60.3,43.7,164.9,41.9,114.9,25.8,1451.8
"195","P00338","L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2",88,"LDHA",2319.3,2869.6,2724.8,3338.6,2829.6,2426.6,1747.4,2224.7,2674,1733.8,1239.8,2185.7,1527,1903.8,2216,1511.5
"196","Q14697","Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3",65,"GANAB",986.7,1407.8,1014.5,1136.6,1510.9,1088.9,1032.2,1358.9,1240.5,803.6,673.5,1003.2,636.6,977.2,1128.3,922.9
"197","P01860","Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2",257,"IGHG3",751.7,1308.8,1592.5,3809.8,2333.7,2063.1,1059.9,1762.6,1395.4,1944.2,1596.1,1394.7,1690.3,826.3,1035.3,841
"198","P28838","Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3",48,"LAP3",669.2,1069.4,709.8,811.6,999.1,715.7,662.3,786.6,954.9,558.2,443,541.6,381.1,723.4,812,531.2
"199","P69891","Hemoglobin subunit gamma-1 OS=Homo sapiens OX=9606 GN=HBG1 PE=1 SV=2",122,"HBG1",1041.9,699.7,771.6,1218.5,1457.6,3601.5,651.8,2969.7,2146.5,375.8,488.4,961.9,915.9,702.3,259.8,2804.7
"200","Q16891","MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1",59,"IMMT",725.4,1225.5,970.1,1074.9,1104.4,757,837.9,1062.3,1237.4,767.2,650.2,822,488.4,932.2,934.4,629.7
"201","P00747","Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2",67,"PLG",651.7,740,756.3,1497.7,1428.6,935.4,603.2,1989.6,635,752.7,324.2,471.8,494.2,487.5,607.4,343.6
"202","P11216","Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",56,"PYGB",554.3,684.2,625.3,905.9,1083,664.7,455.6,708,681.7,467.1,263.1,531,387.4,468.8,696.4,445.1
